DISTRICT,UNIT,YEAR,no.of.VEHICLES,ACCIDENT_classification,ACCIDENT_SPOT,AccidentLocation,AccidentSubLocation,HitAndRun,Severity,CollisionType,RoadCharacter,RoadType,SurfaceType,SurfaceCondition,Weather,LaneType,RoadMark
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,Residential area,No,Grievous Injury,Others,Incline,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Cross roads,City/Town,Near office complex,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Drowned,Curve,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Not Applicable,Other,City/Town,Near Hospital,No,Not Applicable,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Bridge,City/Town,Near a factory industrial area,Yes,Fatal,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,In bazaar,Yes,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Hit fixed object,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Near School or College,Yes,Fatal,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Circle,City/Town,Near office complex,Yes,Fatal,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Road hump or Rumble strips,City/Town,Near School or College,No,Grievous Injury,Hit fixed object,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Curves,City/Town,Near a factory industrial area,No,Fatal,Others,Curve,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Residential area,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Bridge,City/Town,Open area,No,Grievous Injury,Others,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Cross roads,City/Town,Near School or College,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,Near School or College,Yes,Grievous Injury,Hit and Run,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Cross roads,City/Town,Near Hospital,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,Residential area,No,Grievous Injury,Others,Hump,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Near a religious place,Yes,Grievous Injury,Hit and Run,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Bridge,City/Town,Narrow bridge or culverts,Yes,Grievous Injury,Hit and Run,Others,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Residential area,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Near a religious place,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Open area,No,Fatal,Hit fixed object,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,T Junction,City/Town,Near School or College,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Hit pedestrian,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Near a religious place,No,Grievous Injury,Hit pedestrian,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,3,Road Accidents,Other,City/Town,In bazaar,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,In bazaar,No,Fatal,Others,Hump,Others,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Cross roads,City/Town,Residential area,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Hit pedestrian,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,In bazaar,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Open area,No,Damage Only,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,In bazaar,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Near Bus stop,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,3,Road Accidents,Other,City/Town,Residential area,No,Damage Only,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Not Applicable,Not Applicable,City/Town,Near Hospital,No,Fatal,Others,Straight and flat,One way,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Near office complex,No,Damage Only,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,T Junction,City/Town,In bazaar,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Residential area,No,Fatal,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,Near office complex,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Skidding or Self accident,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Near office complex,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Near School or College,No,Not Applicable,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,T Junction,City/Town,Near School or College,No,Fatal,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,3,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Near a religious place,Yes,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Not Applicable,Other,City/Town,Near School or College,No,Grievous Injury,Hit pedestrian,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,Residential area,Yes,Damage Only,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Near a religious place,No,Fatal,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,In bazaar,Yes,Fatal,Hit and Run,Slight Curve,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Bridge,City/Town,Open area,Yes,Grievous Injury,Hit and Run,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Other,City/Town,Residential area,No,Simple Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Cross roads,City/Town,Open area,Yes,Fatal,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Circle,City/Town,Open area,Yes,Grievous Injury,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Not Applicable,City/Town,Open area,No,Grievous Injury,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Circle,City/Town,Residential area,Yes,Grievous Injury,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Narrow road,City/Town,Near Petrol Pump,Yes,Grievous Injury,Vehicle to Vehicle,Straight and flat,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Not Applicable,City/Town,Near School or College,No,Simple Injury,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Circle,City/Town,In bazaar,No,Fatal,Not Applicable,Curve,City or Town Road,Surfaced,Dry,Others,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Circle,City/Town,Near Petrol Pump,Yes,Fatal,Vehicle to Vehicle,Curve,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Not Applicable,City/Town,Residential area,No,Damage Only,Not Applicable,Others,NH,Kutcha,Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Not Applicable,City/Town,Residential area,Yes,Grievous Injury,Hit pedestrian,Others,Others,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Circle,City/Town,Residential area,No,Grievous Injury,Hit pedestrian,Others,Others,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Not Applicable,Cross roads,City/Town,Near Petrol Pump,Yes,Fatal,Others,Others,City or Town Road,Not Applicable,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Others,Others,Others,Kutcha,Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Not Applicable,City/Town,Residential area,Yes,Grievous Injury,Hit pedestrian,Others,Others,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Other,City/Town,Near School or College,No,Grievous Injury,Right Turn Collision,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,T Junction,City/Town,Open area,No,Grievous Injury,Others,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Not Applicable,City/Town,Residential area,No,Grievous Injury,Hit pedestrian,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Cross roads,City/Town,Residential area,No,Grievous Injury,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Cross roads,City/Town,Residential area,Yes,Grievous Injury,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Not Applicable,City/Town,Open area,No,Grievous Injury,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Other,City/Town,Near Petrol Pump,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Curves,City/Town,Residential area,No,Grievous Injury,Right Turn Collision,Curve,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Bridge,Rural Areas,Narrow bridge or culverts,Not Applicable,Fatal,Others,Others,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Other,City/Town,Residential area,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Circle,City/Town,Near office complex,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Not Applicable,City/Town,Residential area,No,Grievous Injury,Hit pedestrian,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Circle,City/Town,In bazaar,Yes,Grievous Injury,Hit pedestrian,Others,Others,Bitumen(Tar),Dry,Clear,NULL,Centre White Line
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Cross roads,City/Town,Near School or College,No,Grievous Injury,Others,Not Applicable,City or Town Road,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Not Applicable,City/Town,Near Hospital,No,Fatal,Not Applicable,Straight and flat,Minor District Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Circle,City/Town,Open area,No,Grievous Injury,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Cross roads,City/Town,Residential area,No,Simple Injury,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Cross roads,City/Town,Near Bus stop,No,Fatal,Others,Not Applicable,City or Town Road,Surfaced,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Cross roads,City/Town,Open area,Yes,Fatal,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Cross roads,City/Town,Residential area,No,Simple Injury,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Circle,City/Town,Residential area,No,Grievous Injury,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Not Applicable,City/Town,Open area,Yes,Grievous Injury,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,T Junction,City/Town,Near office complex,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Y Junction,City/Town,Near office complex,No,Grievous Injury,Others,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Circle,City/Town,Near office complex,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Cross roads,City/Town,Residential area,No,Grievous Injury,Not Applicable,Others,NH,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Not Applicable,City/Town,Open area,No,Grievous Injury,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Other,City/Town,Near Bus stop,Yes,Simple Injury,Others,Not Applicable,Others,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Other,City/Town,Near School or College,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Other,City/Town,Near a religious place,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Other,City/Town,Near Petrol Pump,No,Simple Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Cross roads,City/Town,Residential area,No,Damage Only,Not Applicable,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Not Applicable,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Not Applicable,City/Town,Open area,No,Grievous Injury,Hit bicyclist,Others,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Hit fixed object,Others,Two way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Not Applicable,City/Town,Near a religious place,Yes,Grievous Injury,Vehicle to Vehicle,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Circle,City/Town,In bazaar,Yes,Grievous Injury,Vehicle to Vehicle,Others,Others,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Other,City/Town,Open area,No,Simple Injury,Hit pedestrian,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,1,Road Accidents,Other,City/Town,Residential area,No,Simple Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2019,2,Road Accidents,Other,City/Town,Near Petrol Pump,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
